"x","y","L1","L2","L3"
287708.608727893,8664205.17677985,107,24,54
287708.668581845,8664205.17677985,102,31,59
287708.728435797,8664205.17677985,110,27,53
287708.788289748,8664205.17677985,100,28,52
287708.8481437,8664205.17677985,98,27,62
287708.907997651,8664205.17677985,75,31,56
287708.967851603,8664205.17677985,58,27,54
287709.027705555,8664205.17677985,57,27,27
287709.087559506,8664205.17677985,53,16,34
287709.147413458,8664205.17677985,50,13,18
287709.20726741,8664205.17677985,36,12,30
287709.267121361,8664205.17677985,42,8,28
287709.326975313,8664205.17677985,46,8,23
287709.386829264,8664205.17677985,56,7,18
287709.446683216,8664205.17677985,55,11,31
287709.506537168,8664205.17677985,60,20,25
287709.566391119,8664205.17677985,69,21,24
287709.626245071,8664205.17677985,63,27,27
287709.686099023,8664205.17677985,63,27,26
287709.745952974,8664205.17677985,54,30,27
287709.805806926,8664205.17677985,48,30,28
287709.865660877,8664205.17677985,49,33,25
287709.925514829,8664205.17677985,54,27,21
287709.985368781,8664205.17677985,50,19,30
287710.045222732,8664205.17677985,41,21,34
287710.105076684,8664205.17677985,47,22,29
287710.164930636,8664205.17677985,53,24,22
287710.224784587,8664205.17677985,52,26,22
287710.284638539,8664205.17677985,55,23,25
287710.34449249,8664205.17677985,64,23,27
287710.404346442,8664205.17677985,64,23,26
287710.464200394,8664205.17677985,64,23,26
287710.524054345,8664205.17677985,66,22,26
287710.583908297,8664205.17677985,64,23,26
287710.643762249,8664205.17677985,58,25,30
287710.7036162,8664205.17677985,55,28,34
287710.763470152,8664205.17677985,60,27,26
287710.823324103,8664205.17677985,54,26,29
287710.883178055,8664205.17677985,49,30,32
287710.943032007,8664205.17677985,50,29,33
287711.002885958,8664205.17677985,53,28,32
287711.06273991,8664205.17677985,53,26,38
287711.122593862,8664205.17677985,54,22,42
287711.182447813,8664205.17677985,58,21,39
287711.242301765,8664205.17677985,59,26,34
287711.302155716,8664205.17677985,59,29,33
287711.362009668,8664205.17677985,73,25,28
287711.42186362,8664205.17677985,62,25,35
287711.481717571,8664205.17677985,49,29,36
287711.541571523,8664205.17677985,51,32,26
287711.601425475,8664205.17677985,52,31,28
287711.661279426,8664205.17677985,53,30,31
287711.721133378,8664205.17677985,56,27,32
287711.780987329,8664205.17677985,57,25,34
287711.840841281,8664205.17677985,51,31,34
287711.900695233,8664205.17677985,57,32,34
287711.960549184,8664205.17677985,55,36,32
287712.020403136,8664205.17677985,61,39,28
287712.080257087,8664205.17677985,64,39,37
287712.140111039,8664205.17677985,66,39,48
287712.199964991,8664205.17677985,67,42,53
287712.259818942,8664205.17677985,65,51,52
287712.319672894,8664205.17677985,70,43,64
287712.379526846,8664205.17677985,69,48,46
287712.439380797,8664205.17677985,74,37,49
287712.499234749,8664205.17677985,67,39,35
287712.5590887,8664205.17677985,54,39,39
287712.618942652,8664205.17677985,55,35,39
287712.678796604,8664205.17677985,51,34,47
287712.738650555,8664205.17677985,58,39,27
287712.798504507,8664205.17677985,65,36,26
287712.858358458,8664205.17677985,59,37,29
287712.91821241,8664205.17677985,49,36,41
287712.978066362,8664205.17677985,61,30,43
287713.037920313,8664205.17677985,67,32,36
287713.097774265,8664205.17677985,63,36,39
287713.157628217,8664205.17677985,63,31,45
287713.217482168,8664205.17677985,69,30,41
287713.27733612,8664205.17677985,70,34,35
287713.337190071,8664205.17677985,70,35,37
287713.397044023,8664205.17677985,77,38,39
287713.456897975,8664205.17677985,74,41,44
287713.516751926,8664205.17677985,72,43,47
287713.576605878,8664205.17677985,89,40,46
287713.63645983,8664205.17677985,101,33,63
287705.376614506,8664205.1169259,40,31,27
287705.436468457,8664205.1169259,43,30,27
287705.496322409,8664205.1169259,44,30,29
287705.556176361,8664205.1169259,46,30,31
287705.616030312,8664205.1169259,42,30,34
287705.675884264,8664205.1169259,52,30,30
287705.735738216,8664205.1169259,55,29,42
287705.795592167,8664205.1169259,81,30,44
287705.855446119,8664205.1169259,98,29,49
287705.91530007,8664205.1169259,95,33,64
287705.975154022,8664205.1169259,107,27,62
287706.035007974,8664205.1169259,105,24,64
287706.094861925,8664205.1169259,106,23,58
287706.154715877,8664205.1169259,95,25,55
287706.214569829,8664205.1169259,86,27,48
287706.27442378,8664205.1169259,79,29,38
287706.334277732,8664205.1169259,79,27,39
287706.394131683,8664205.1169259,71,28,38
287706.453985635,8664205.1169259,63,30,32
287706.513839587,8664205.1169259,62,27,34
287706.573693538,8664205.1169259,60,25,35
287706.63354749,8664205.1169259,78,12,44
287706.693401442,8664205.1169259,80,24,42
287706.753255393,8664205.1169259,86,31,48
287706.813109345,8664205.1169259,107,28,58
287706.872963296,8664205.1169259,117,26,49
287706.932817248,8664205.1169259,104,26,51
287706.9926712,8664205.1169259,96,21,49
287707.052525151,8664205.1169259,92,19,39
287707.112379103,8664205.1169259,80,23,37
287707.172233055,8664205.1169259,79,24,32
287707.232087006,8664205.1169259,77,24,31
287707.291940958,8664205.1169259,72,25,32
287707.351794909,8664205.1169259,58,23,31
287707.411648861,8664205.1169259,73,14,41
287707.471502813,8664205.1169259,80,19,44
287707.531356764,8664205.1169259,85,22,52
287707.591210716,8664205.1169259,90,25,61
287707.651064668,8664205.1169259,86,35,61
287707.710918619,8664205.1169259,95,25,71
287707.770772571,8664205.1169259,91,28,60
287707.830626522,8664205.1169259,86,17,46
287707.890480474,8664205.1169259,70,15,48
287707.950334426,8664205.1169259,56,17,40
287708.010188377,8664205.1169259,52,16,29
287708.070042329,8664205.1169259,44,15,28
287708.12989628,8664205.1169259,42,13,25
287708.189750232,8664205.1169259,38,14,23
287708.249604184,8664205.1169259,38,14,23
287708.309458135,8664205.1169259,55,9,15
287708.369312087,8664205.1169259,49,6,33
287708.429166039,8664205.1169259,66,3,36
287708.48901999,8664205.1169259,73,16,30
287708.548873942,8664205.1169259,80,22,41
287708.608727893,8664205.1169259,86,25,60
287708.668581845,8664205.1169259,84,42,52
287708.728435797,8664205.1169259,96,31,69
287708.788289748,8664205.1169259,93,36,62
287708.8481437,8664205.1169259,114,22,60
287708.907997651,8664205.1169259,92,27,57
287708.967851603,8664205.1169259,79,25,51
287709.027705555,8664205.1169259,67,23,41
287709.087559506,8664205.1169259,56,19,38
287709.147413458,8664205.1169259,52,17,21
287709.20726741,8664205.1169259,40,17,24
287709.267121361,8664205.1169259,42,13,25
287709.326975313,8664205.1169259,52,11,22
287709.386829264,8664205.1169259,59,3,29
287709.446683216,8664205.1169259,57,10,28
287709.506537168,8664205.1169259,60,16,24
287709.566391119,8664205.1169259,63,18,29
287709.626245071,8664205.1169259,55,28,27
287709.686099023,8664205.1169259,54,28,29
287709.745952974,8664205.1169259,53,28,31
287709.805806926,8664205.1169259,52,28,33
287709.865660877,8664205.1169259,55,31,28
287709.925514829,8664205.1169259,58,28,23
287709.985368781,8664205.1169259,54,25,23
287710.045222732,8664205.1169259,47,25,29
287710.105076684,8664205.1169259,53,21,33
287710.164930636,8664205.1169259,62,20,29
287710.224784587,8664205.1169259,65,20,26
287710.284638539,8664205.1169259,66,21,26
287710.34449249,8664205.1169259,50,29,36
287710.404346442,8664205.1169259,52,28,34
287710.464200394,8664205.1169259,55,25,33
287710.524054345,8664205.1169259,58,24,31
287710.583908297,8664205.1169259,56,22,35
287710.643762249,8664205.1169259,51,27,36
287710.7036162,8664205.1169259,49,33,31
287710.763470152,8664205.1169259,54,32,24
287710.823324103,8664205.1169259,52,29,31
287710.883178055,8664205.1169259,52,29,34
287710.943032007,8664205.1169259,52,31,34
287711.002885958,8664205.1169259,54,28,36
287711.06273991,8664205.1169259,57,25,39
287711.122593862,8664205.1169259,60,25,34
287711.182447813,8664205.1169259,65,25,29
287711.242301765,8664205.1169259,66,28,27
287711.302155716,8664205.1169259,67,30,26
287711.362009668,8664205.1169259,63,27,34
287711.42186362,8664205.1169259,60,25,34
287711.481717571,8664205.1169259,52,30,31
287711.541571523,8664205.1169259,54,30,30
287711.601425475,8664205.1169259,56,29,30
287711.661279426,8664205.1169259,56,29,31
287711.721133378,8664205.1169259,57,28,32
287711.780987329,8664205.1169259,59,26,35
287711.840841281,8664205.1169259,59,28,35
287711.900695233,8664205.1169259,66,38,17
287711.960549184,8664205.1169259,66,34,28
287712.020403136,8664205.1169259,71,32,28
287712.080257087,8664205.1169259,69,36,35
287712.140111039,8664205.1169259,70,39,42
287712.199964991,8664205.1169259,73,41,49
287712.259818942,8664205.1169259,67,50,48
287712.319672894,8664205.1169259,71,48,46
287712.379526846,8664205.1169259,63,49,44
287712.439380797,8664205.1169259,69,39,45
287712.499234749,8664205.1169259,68,37,31
287712.5590887,8664205.1169259,59,36,38
287712.618942652,8664205.1169259,58,32,44
287712.678796604,8664205.1169259,55,32,47
287712.738650555,8664205.1169259,60,33,41
287712.798504507,8664205.1169259,66,34,35
287712.858358458,8664205.1169259,56,37,37
287712.91821241,8664205.1169259,45,42,40
287712.978066362,8664205.1169259,59,38,41
287713.037920313,8664205.1169259,75,36,30
287713.097774265,8664205.1169259,69,38,33
287713.157628217,8664205.1169259,67,35,37
287713.217482168,8664205.1169259,66,31,41
287713.27733612,8664205.1169259,61,39,36
287713.337190071,8664205.1169259,69,39,37
287713.397044023,8664205.1169259,72,43,46
287713.456897975,8664205.1169259,70,50,48
287713.516751926,8664205.1169259,78,41,58
287713.576605878,8664205.1169259,94,38,46
287713.63645983,8664205.1169259,97,35,67
287705.376614506,8664205.05707195,40,33,27
287705.436468457,8664205.05707195,44,31,29
287705.496322409,8664205.05707195,45,31,30
287705.556176361,8664205.05707195,46,30,31
287705.616030312,8664205.05707195,50,30,30
287705.675884264,8664205.05707195,61,29,26
287705.735738216,8664205.05707195,64,30,41
287705.795592167,8664205.05707195,73,39,41
287705.855446119,8664205.05707195,94,31,54
287705.91530007,8664205.05707195,91,34,62
287705.975154022,8664205.05707195,102,26,59
287706.035007974,8664205.05707195,108,18,64
287706.094861925,8664205.05707195,115,18,49
287706.154715877,8664205.05707195,102,18,54
287706.214569829,8664205.05707195,88,26,45
287706.27442378,8664205.05707195,82,28,41
287706.334277732,8664205.05707195,85,32,36
287706.394131683,8664205.05707195,71,34,37
287706.453985635,8664205.05707195,57,35,39
287706.513839587,8664205.05707195,66,31,35
287706.573693538,8664205.05707195,71,27,39
287706.63354749,8664205.05707195,91,19,40
287706.693401442,8664205.05707195,98,23,47
287706.753255393,8664205.05707195,97,29,57
287706.813109345,8664205.05707195,103,31,63
287706.872963296,8664205.05707195,105,31,59
287706.932817248,8664205.05707195,110,29,56
287706.9926712,8664205.05707195,99,34,52
287707.052525151,8664205.05707195,98,23,56
287707.112379103,8664205.05707195,90,23,39
287707.172233055,8664205.05707195,80,25,26
287707.232087006,8664205.05707195,77,14,39
287707.291940958,8664205.05707195,71,22,23
287707.351794909,8664205.05707195,52,25,26
287707.411648861,8664205.05707195,45,26,30
287707.471502813,8664205.05707195,59,21,30
287707.531356764,8664205.05707195,66,20,38
287707.591210716,8664205.05707195,77,18,46
287707.651064668,8664205.05707195,88,20,48
287707.710918619,8664205.05707195,85,26,54
287707.770772571,8664205.05707195,93,23,49
287707.830626522,8664205.05707195,75,20,39
287707.890480474,8664205.05707195,79,10,46
287707.950334426,8664205.05707195,67,11,40
287708.010188377,8664205.05707195,58,16,20
287708.070042329,8664205.05707195,53,8,28
287708.12989628,8664205.05707195,42,9,33
287708.189750232,8664205.05707195,37,12,27
287708.249604184,8664205.05707195,37,12,27
287708.309458135,8664205.05707195,26,15,24
287708.369312087,8664205.05707195,32,15,18
287708.429166039,8664205.05707195,35,16,18
287708.48901999,8664205.05707195,48,16,15
287708.548873942,8664205.05707195,69,18,28
287708.608727893,8664205.05707195,77,19,49
287708.668581845,8664205.05707195,85,25,59
287708.728435797,8664205.05707195,102,24,58
287708.788289748,8664205.05707195,102,29,62
287708.8481437,8664205.05707195,88,28,68
287708.907997651,8664205.05707195,71,43,47
287708.967851603,8664205.05707195,62,33,57
287709.027705555,8664205.05707195,58,34,35
287709.087559506,8664205.05707195,52,24,43
287709.147413458,8664205.05707195,55,22,21
287709.20726741,8664205.05707195,49,19,25
287709.267121361,8664205.05707195,50,14,24
287709.326975313,8664205.05707195,56,14,25
287709.386829264,8664205.05707195,57,11,26
287709.446683216,8664205.05707195,52,18,22
287709.506537168,8664205.05707195,54,24,16
287709.566391119,8664205.05707195,54,21,29
287709.626245071,8664205.05707195,49,27,27
287709.686099023,8664205.05707195,45,29,31
287709.745952974,8664205.05707195,52,27,33
287709.805806926,8664205.05707195,59,27,29
287709.865660877,8664205.05707195,59,29,30
287709.925514829,8664205.05707195,65,27,25
287709.985368781,8664205.05707195,55,28,26
287710.045222732,8664205.05707195,44,32,26
287710.105076684,8664205.05707195,49,28,28
287710.164930636,8664205.05707195,57,22,32
287710.224784587,8664205.05707195,60,21,29
287710.284638539,8664205.05707195,56,20,44
287710.34449249,8664205.05707195,45,35,27
287710.404346442,8664205.05707195,43,34,29
287710.464200394,8664205.05707195,46,32,30
287710.524054345,8664205.05707195,50,28,31
287710.583908297,8664205.05707195,52,24,34
287710.643762249,8664205.05707195,48,29,32
287710.7036162,8664205.05707195,46,34,30
287710.763470152,8664205.05707195,50,32,27
287710.823324103,8664205.05707195,52,28,35
287710.883178055,8664205.05707195,55,27,41
287710.943032007,8664205.05707195,52,32,38
287711.002885958,8664205.05707195,52,30,40
287711.06273991,8664205.05707195,56,28,39
287711.122593862,8664205.05707195,59,26,37
287711.182447813,8664205.05707195,59,25,38
287711.242301765,8664205.05707195,56,30,36
287711.302155716,8664205.05707195,56,35,32
287711.362009668,8664205.05707195,58,27,35
287711.42186362,8664205.05707195,60,26,28
287711.481717571,8664205.05707195,56,28,29
287711.541571523,8664205.05707195,57,30,30
287711.601425475,8664205.05707195,58,27,37
287711.661279426,8664205.05707195,55,26,45
287711.721133378,8664205.05707195,58,26,37
287711.780987329,8664205.05707195,67,21,34
287711.840841281,8664205.05707195,70,29,25
287711.900695233,8664205.05707195,55,40,28
287711.960549184,8664205.05707195,58,36,29
287712.020403136,8664205.05707195,69,30,28
287712.080257087,8664205.05707195,69,35,35
287712.140111039,8664205.05707195,66,45,29
287712.199964991,8664205.05707195,64,44,49
287712.259818942,8664205.05707195,60,52,48
287712.319672894,8664205.05707195,64,47,52
287712.379526846,8664205.05707195,60,47,44
287712.439380797,8664205.05707195,63,41,39
287712.499234749,8664205.05707195,66,40,25
287712.5590887,8664205.05707195,64,38,27
287712.618942652,8664205.05707195,64,36,28
287712.678796604,8664205.05707195,62,37,29
287712.738650555,8664205.05707195,65,37,28
287712.798504507,8664205.05707195,69,35,28
287712.858358458,8664205.05707195,58,38,32
287712.91821241,8664205.05707195,49,40,48
287712.978066362,8664205.05707195,54,48,36
287713.037920313,8664205.05707195,68,44,30
287713.097774265,8664205.05707195,66,41,33
287713.157628217,8664205.05707195,66,37,36
287713.217482168,8664205.05707195,68,32,41
287713.27733612,8664205.05707195,63,41,34
287713.337190071,8664205.05707195,69,41,37
287713.397044023,8664205.05707195,77,38,50
287713.456897975,8664205.05707195,81,39,56
287713.516751926,8664205.05707195,92,39,50
287713.576605878,8664205.05707195,96,41,46
287713.63645983,8664205.05707195,99,37,61
287705.376614506,8664204.99721801,45,30,25
287705.436468457,8664204.99721801,44,31,29
287705.496322409,8664204.99721801,45,31,30
287705.556176361,8664204.99721801,45,32,32
287705.616030312,8664204.99721801,46,31,35
287705.675884264,8664204.99721801,59,31,25
287705.735738216,8664204.99721801,58,34,43
287705.795592167,8664204.99721801,76,32,46
287705.855446119,8664204.99721801,98,26,53
287705.91530007,8664204.99721801,91,31,61
287705.975154022,8664204.99721801,93,30,59
287706.035007974,8664204.99721801,101,27,56
287706.094861925,8664204.99721801,111,25,47
287706.154715877,8664204.99721801,95,31,44
287706.214569829,8664204.99721801,80,36,43
287706.27442378,8664204.99721801,81,36,39
287706.334277732,8664204.99721801,87,32,50
287706.394131683,8664204.99721801,77,32,50
287706.453985635,8664204.99721801,64,34,47
287706.513839587,8664204.99721801,71,28,50
287706.573693538,8664204.99721801,71,31,48
287706.63354749,8664204.99721801,87,31,39
287706.693401442,8664204.99721801,94,25,68
287706.753255393,8664204.99721801,94,34,62
287706.813109345,8664204.99721801,104,34,54
287706.872963296,8664204.99721801,105,33,56
287706.932817248,8664204.99721801,105,32,60
287706.9926712,8664204.99721801,95,34,67
287707.052525151,8664204.99721801,102,26,54
287707.112379103,8664204.99721801,89,27,39
287707.172233055,8664204.99721801,71,25,40
287707.232087006,8664204.99721801,66,19,39
287707.291940958,8664204.99721801,55,26,25
287707.351794909,8664204.99721801,51,19,36
287707.411648861,8664204.99721801,42,18,44
287707.471502813,8664204.99721801,44,20,38
287707.531356764,8664204.99721801,45,25,31
287707.591210716,8664204.99721801,59,22,32
287707.651064668,8664204.99721801,70,23,30
287707.710918619,8664204.99721801,71,27,32
287707.770772571,8664204.99721801,78,21,37
287707.830626522,8664204.99721801,60,22,33
287707.890480474,8664204.99721801,67,19,26
287707.950334426,8664204.99721801,56,21,25
287708.010188377,8664204.99721801,47,19,25
287708.070042329,8664204.99721801,42,19,18
287708.12989628,8664204.99721801,35,16,24
287708.189750232,8664204.99721801,32,11,28
287708.249604184,8664204.99721801,32,11,28
287708.309458135,8664204.99721801,34,13,16
287708.369312087,8664204.99721801,34,14,16
287708.429166039,8664204.99721801,33,18,12
287708.48901999,8664204.99721801,40,17,13
287708.548873942,8664204.99721801,47,13,22
287708.608727893,8664204.99721801,63,4,34
287708.668581845,8664204.99721801,68,13,38
287708.728435797,8664204.99721801,74,19,47
287708.788289748,8664204.99721801,82,23,58
287708.8481437,8664204.99721801,71,30,43
287708.907997651,8664204.99721801,80,29,42
287708.967851603,8664204.99721801,64,36,47
287709.027705555,8664204.99721801,61,34,41
287709.087559506,8664204.99721801,58,32,36
287709.147413458,8664204.99721801,58,22,40
287709.20726741,8664204.99721801,63,17,28
287709.267121361,8664204.99721801,61,17,25
287709.326975313,8664204.99721801,54,21,28
287709.386829264,8664204.99721801,54,21,26
287709.446683216,8664204.99721801,55,18,27
287709.506537168,8664204.99721801,54,20,26
287709.566391119,8664204.99721801,56,21,25
287709.626245071,8664204.99721801,59,21,26
287709.686099023,8664204.99721801,55,21,30
287709.745952974,8664204.99721801,50,24,34
287709.805806926,8664204.99721801,54,26,32
287709.865660877,8664204.99721801,52,31,43
287709.925514829,8664204.99721801,52,37,42
287709.985368781,8664204.99721801,66,31,33
287710.045222732,8664204.99721801,54,31,32
287710.105076684,8664204.99721801,42,33,31
287710.164930636,8664204.99721801,52,29,25
287710.224784587,8664204.99721801,51,29,28
287710.284638539,8664204.99721801,51,31,27
287710.34449249,8664204.99721801,52,29,35
287710.404346442,8664204.99721801,55,29,33
287710.464200394,8664204.99721801,50,32,29
287710.524054345,8664204.99721801,49,29,29
287710.583908297,8664204.99721801,52,23,34
287710.643762249,8664204.99721801,48,28,33
287710.7036162,8664204.99721801,47,33,32
287710.763470152,8664204.99721801,52,31,29
287710.823324103,8664204.99721801,55,28,32
287710.883178055,8664204.99721801,64,27,29
287710.943032007,8664204.99721801,58,31,31
287711.002885958,8664204.99721801,56,30,31
287711.06273991,8664204.99721801,60,28,30
287711.122593862,8664204.99721801,64,24,33
287711.182447813,8664204.99721801,59,22,39
287711.242301765,8664204.99721801,52,27,40
287711.302155716,8664204.99721801,51,30,40
287711.362009668,8664204.99721801,50,26,36
287711.42186362,8664204.99721801,56,24,34
287711.481717571,8664204.99721801,57,28,28
287711.541571523,8664204.99721801,54,31,32
287711.601425475,8664204.99721801,53,26,49
287711.661279426,8664204.99721801,51,31,43
287711.721133378,8664204.99721801,56,25,43
287711.780987329,8664204.99721801,65,17,43
287711.840841281,8664204.99721801,64,28,35
287711.900695233,8664204.99721801,55,37,27
287711.960549184,8664204.99721801,54,36,28
287712.020403136,8664204.99721801,65,32,25
287712.080257087,8664204.99721801,71,36,22
287712.140111039,8664204.99721801,68,43,21
287712.199964991,8664204.99721801,61,42,44
287712.259818942,8664204.99721801,58,49,43
287712.319672894,8664204.99721801,63,47,42
287712.379526846,8664204.99721801,55,47,39
287712.439380797,8664204.99721801,57,44,34
287712.499234749,8664204.99721801,61,42,25
287712.5590887,8664204.99721801,62,38,27
287712.618942652,8664204.99721801,63,34,32
287712.678796604,8664204.99721801,62,34,34
287712.738650555,8664204.99721801,64,34,36
287712.798504507,8664204.99721801,67,32,38
287712.858358458,8664204.99721801,63,37,34
287712.91821241,8664204.99721801,60,39,37
287712.978066362,8664204.99721801,63,39,38
287713.037920313,8664204.99721801,67,42,33
287713.097774265,8664204.99721801,63,46,30
287713.157628217,8664204.99721801,62,44,34
287713.217482168,8664204.99721801,64,41,38
287713.27733612,8664204.99721801,65,41,40
287713.337190071,8664204.99721801,73,39,39
287713.397044023,8664204.99721801,69,36,57
287713.456897975,8664204.99721801,81,35,59
287713.516751926,8664204.99721801,93,35,59
287713.576605878,8664204.99721801,93,41,55
287713.63645983,8664204.99721801,101,38,56
287705.376614506,8664204.93736406,45,30,25
287705.436468457,8664204.93736406,50,26,30
287705.496322409,8664204.93736406,53,26,29
287705.556176361,8664204.93736406,50,25,37
287705.616030312,8664204.93736406,46,31,32
287705.675884264,8664204.93736406,56,33,24
287705.735738216,8664204.93736406,57,35,36
287705.795592167,8664204.93736406,69,36,34
287705.855446119,8664204.93736406,88,25,55
287705.91530007,8664204.93736406,98,25,59
287705.975154022,8664204.93736406,111,19,68
287706.035007974,8664204.93736406,104,26,65
287706.094861925,8664204.93736406,100,28,63
287706.154715877,8664204.93736406,91,33,61
287706.214569829,8664204.93736406,84,35,60
287706.27442378,8664204.93736406,95,36,47
287706.334277732,8664204.93736406,96,34,44
287706.394131683,8664204.93736406,84,35,44
287706.453985635,8664204.93736406,75,34,44
287706.513839587,8664204.93736406,83,29,39
287706.573693538,8664204.93736406,81,30,47
287706.63354749,8664204.93736406,93,30,44
287706.693401442,8664204.93736406,100,27,60
287706.753255393,8664204.93736406,98,37,54
287706.813109345,8664204.93736406,97,37,56
287706.872963296,8664204.93736406,99,34,60
287706.932817248,8664204.93736406,98,37,61
287706.9926712,8664204.93736406,90,46,55
287707.052525151,8664204.93736406,99,32,53
287707.112379103,8664204.93736406,88,27,49
287707.172233055,8664204.93736406,76,21,51
287707.232087006,8664204.93736406,69,20,36
287707.291940958,8664204.93736406,54,25,27
287707.351794909,8664204.93736406,51,20,27
287707.411648861,8664204.93736406,43,21,26
287707.471502813,8664204.93736406,35,23,26
287707.531356764,8664204.93736406,26,25,29
287707.591210716,8664204.93736406,42,20,25
287707.651064668,8664204.93736406,53,21,21
287707.710918619,8664204.93736406,56,24,21
287707.770772571,8664204.93736406,60,22,26
287707.830626522,8664204.93736406,60,17,29
287707.890480474,8664204.93736406,63,13,37
287707.950334426,8664204.93736406,54,20,26
287708.010188377,8664204.93736406,48,19,28
287708.070042329,8664204.93736406,42,22,20
287708.12989628,8664204.93736406,41,16,18
287708.189750232,8664204.93736406,42,8,20
287708.249604184,8664204.93736406,42,8,20
287708.309458135,8664204.93736406,41,10,18
287708.369312087,8664204.93736406,38,11,17
287708.429166039,8664204.93736406,34,14,14
287708.48901999,8664204.93736406,34,16,13
287708.548873942,8664204.93736406,35,16,15
287708.608727893,8664204.93736406,48,13,14
287708.668581845,8664204.93736406,54,17,19
287708.728435797,8664204.93736406,65,19,24
287708.788289748,8664204.93736406,72,23,32
287708.8481437,8664204.93736406,69,20,29
287708.907997651,8664204.93736406,70,20,42
287708.967851603,8664204.93736406,60,33,35
287709.027705555,8664204.93736406,59,31,35
287709.087559506,8664204.93736406,55,31,35
287709.147413458,8664204.93736406,56,23,39
287709.20726741,8664204.93736406,60,20,27
287709.267121361,8664204.93736406,55,19,32
287709.326975313,8664204.93736406,55,23,27
287709.386829264,8664204.93736406,55,21,31
287709.446683216,8664204.93736406,55,20,35
287709.506537168,8664204.93736406,54,24,32
287709.566391119,8664204.93736406,54,27,29
287709.626245071,8664204.93736406,58,24,28
287709.686099023,8664204.93736406,57,23,30
287709.745952974,8664204.93736406,53,27,29
287709.805806926,8664204.93736406,55,29,28
287709.865660877,8664204.93736406,56,35,44
287709.925514829,8664204.93736406,49,50,37
287709.985368781,8664204.93736406,61,35,46
287710.045222732,8664204.93736406,55,36,34
287710.105076684,8664204.93736406,46,31,38
287710.164930636,8664204.93736406,55,21,40
287710.224784587,8664204.93736406,53,27,34
287710.284638539,8664204.93736406,48,33,33
287710.34449249,8664204.93736406,49,33,30
287710.404346442,8664204.93736406,59,30,30
287710.464200394,8664204.93736406,70,27,24
287710.524054345,8664204.93736406,59,30,24
287710.583908297,8664204.93736406,49,31,28
287710.643762249,8664204.93736406,50,28,30
287710.7036162,8664204.93736406,48,28,33
287710.763470152,8664204.93736406,50,28,37
287710.823324103,8664204.93736406,55,27,34
287710.883178055,8664204.93736406,63,21,40
287710.943032007,8664204.93736406,64,22,37
287711.002885958,8664204.93736406,56,27,37
287711.06273991,8664204.93736406,51,27,40
287711.122593862,8664204.93736406,60,25,35
287711.182447813,8664204.93736406,68,22,30
287711.242301765,8664204.93736406,62,22,31
287711.302155716,8664204.93736406,52,28,30
287711.362009668,8664204.93736406,46,29,31
287711.42186362,8664204.93736406,42,30,31
287711.481717571,8664204.93736406,53,27,28
287711.541571523,8664204.93736406,59,27,30
287711.601425475,8664204.93736406,54,30,35
287711.661279426,8664204.93736406,52,31,38
287711.721133378,8664204.93736406,49,32,43
287711.780987329,8664204.93736406,54,28,39
287711.840841281,8664204.93736406,55,25,48
