"x","y","L1","L2","L3"
287706.573693538,8664202.72276796,50,36,39
287706.63354749,8664202.72276796,49,36,34
287706.693401442,8664202.72276796,44,35,32
287706.753255393,8664202.72276796,46,34,27
287706.813109345,8664202.72276796,43,36,29
287706.872963296,8664202.72276796,66,31,24
287706.932817248,8664202.72276796,79,30,39
287706.9926712,8664202.72276796,88,31,56
287707.052525151,8664202.72276796,108,29,49
287707.112379103,8664202.72276796,95,40,47
287707.172233055,8664202.72276796,102,33,66
287707.232087006,8664202.72276796,96,39,63
287707.291940958,8664202.72276796,98,33,65
287707.351794909,8664202.72276796,95,31,62
287707.411648861,8664202.72276796,99,22,62
287707.471502813,8664202.72276796,82,26,44
287707.531356764,8664202.72276796,63,25,48
287707.591210716,8664202.72276796,65,20,42
287707.651064668,8664202.72276796,44,26,44
287707.710918619,8664202.72276796,64,23,30
287707.770772571,8664202.72276796,68,25,48
287707.830626522,8664202.72276796,108,16,62
287707.890480474,8664202.72276796,103,19,62
287707.950334426,8664202.72276796,103,19,62
287708.010188377,8664202.72276796,99,24,56
287708.070042329,8664202.72276796,108,23,53
287708.12989628,8664202.72276796,108,19,54
287708.189750232,8664202.72276796,87,28,48
287708.249604184,8664202.72276796,78,26,37
287708.309458135,8664202.72276796,80,11,46
287708.369312087,8664202.72276796,72,21,26
287708.429166039,8664202.72276796,79,13,40
287708.48901999,8664202.72276796,74,20,48
287708.548873942,8664202.72276796,96,19,49
287708.608727893,8664202.72276796,109,28,55
287708.668581845,8664202.72276796,112,34,70
287708.728435797,8664202.72276796,137,28,60
287708.788289748,8664202.72276796,127,31,59
287708.8481437,8664202.72276796,113,38,63
287708.907997651,8664202.72276796,107,43,66
287708.967851603,8664202.72276796,111,37,64
287709.027705555,8664202.72276796,100,35,67
287709.087559506,8664202.72276796,91,34,66
287709.147413458,8664202.72276796,97,29,54
287709.20726741,8664202.72276796,93,25,48
287709.267121361,8664202.72276796,97,14,54
287709.326975313,8664202.72276796,91,21,50
287709.386829264,8664202.72276796,106,16,56
287709.446683216,8664202.72276796,117,18,58
287709.506537168,8664202.72276796,117,26,57
287709.566391119,8664202.72276796,119,29,62
287709.626245071,8664202.72276796,104,43,52
287709.686099023,8664202.72276796,116,27,65
287709.745952974,8664202.72276796,105,26,53
287709.805806926,8664202.72276796,84,32,54
287709.865660877,8664202.72276796,98,29,45
287709.925514829,8664202.72276796,110,24,45
287709.985368781,8664202.72276796,85,29,57
287710.045222732,8664202.72276796,78,22,50
287710.105076684,8664202.72276796,72,21,26
287710.164930636,8664202.72276796,54,13,35
287710.224784587,8664202.72276796,55,9,34
287710.284638539,8664202.72276796,51,15,28
287710.34449249,8664202.72276796,70,11,24
287710.404346442,8664202.72276796,70,21,38
287710.464200394,8664202.72276796,81,27,52
287710.524054345,8664202.72276796,112,11,64
287710.583908297,8664202.72276796,90,23,56
287710.643762249,8664202.72276796,82,24,38
287710.7036162,8664202.72276796,76,28,29
287710.763470152,8664202.72276796,73,24,37
287710.823324103,8664202.72276796,76,19,43
287710.883178055,8664202.72276796,76,22,38
287710.943032007,8664202.72276796,87,23,29
287711.002885958,8664202.72276796,90,21,50
287711.06273991,8664202.72276796,98,29,41
287711.122593862,8664202.72276796,103,26,60
287711.182447813,8664202.72276796,113,26,55
287711.242301765,8664202.72276796,118,36,55
287711.302155716,8664202.72276796,106,52,56
287711.362009668,8664202.72276796,112,38,75
287711.42186362,8664202.72276796,98,49,49
287711.481717571,8664202.72276796,83,43,62
287711.541571523,8664202.72276796,81,43,49
287711.601425475,8664202.72276796,78,38,51
287711.661279426,8664202.72276796,84,28,56
287711.721133378,8664202.72276796,72,42,42
287711.780987329,8664202.72276796,62,47,45
287711.840841281,8664202.72276796,63,42,42
287711.900695233,8664202.72276796,61,38,40
287711.960549184,8664202.72276796,54,40,37
287712.020403136,8664202.72276796,65,37,30
287712.080257087,8664202.72276796,69,33,44
287712.140111039,8664202.72276796,72,38,38
287712.199964991,8664202.72276796,66,42,37
287712.259818942,8664202.72276796,67,39,41
287712.319672894,8664202.72276796,63,39,54
287712.379526846,8664202.72276796,62,47,46
287712.439380797,8664202.72276796,67,44,42
287712.499234749,8664202.72276796,68,43,40
287712.5590887,8664202.72276796,73,36,39
287712.618942652,8664202.72276796,71,30,45
287712.678796604,8664202.72276796,65,37,39
287712.738650555,8664202.72276796,65,36,41
287712.798504507,8664202.72276796,66,40,36
287712.858358458,8664202.72276796,63,45,32
287712.91821241,8664202.72276796,67,38,37
287712.978066362,8664202.72276796,67,33,43
287713.037920313,8664202.72276796,69,33,36
287713.097774265,8664202.72276796,64,34,31
287713.157628217,8664202.72276796,62,29,34
287713.217482168,8664202.72276796,64,25,28
287713.27733612,8664202.72276796,62,26,46
287713.337190071,8664202.72276796,75,27,48
287713.397044023,8664202.72276796,87,21,69
287713.456897975,8664202.72276796,85,31,66
287713.516751926,8664202.72276796,89,28,69
287713.576605878,8664202.72276796,87,39,44
287713.63645983,8664202.72276796,84,36,54
287705.376614506,8664202.66291401,55,44,23
287705.436468457,8664202.66291401,53,47,25
287705.496322409,8664202.66291401,55,40,42
287705.556176361,8664202.66291401,62,39,37
287705.616030312,8664202.66291401,68,44,43
287705.675884264,8664202.66291401,58,56,42
287705.735738216,8664202.66291401,65,44,47
287705.795592167,8664202.66291401,66,41,37
287705.855446119,8664202.66291401,57,46,37
287705.91530007,8664202.66291401,62,48,32
287705.975154022,8664202.66291401,63,44,51
287706.035007974,8664202.66291401,59,52,44
287706.094861925,8664202.66291401,60,45,44
287706.154715877,8664202.66291401,60,44,45
287706.214569829,8664202.66291401,61,44,43
287706.27442378,8664202.66291401,58,46,44
287706.334277732,8664202.66291401,59,43,40
287706.394131683,8664202.66291401,54,43,39
287706.453985635,8664202.66291401,47,41,42
287706.513839587,8664202.66291401,51,37,42
287706.573693538,8664202.66291401,56,34,38
287706.63354749,8664202.66291401,49,38,29
287706.693401442,8664202.66291401,47,33,31
287706.753255393,8664202.66291401,48,29,29
287706.813109345,8664202.66291401,45,33,22
287706.872963296,8664202.66291401,66,25,26
287706.932817248,8664202.66291401,77,29,33
287706.9926712,8664202.66291401,80,33,48
287707.052525151,8664202.66291401,90,30,61
287707.112379103,8664202.66291401,104,22,56
287707.172233055,8664202.66291401,121,23,54
287707.232087006,8664202.66291401,115,27,68
287707.291940958,8664202.66291401,118,28,62
287707.351794909,8664202.66291401,109,30,66
287707.411648861,8664202.66291401,111,23,59
287707.471502813,8664202.66291401,92,23,55
287707.531356764,8664202.66291401,74,24,46
287707.591210716,8664202.66291401,64,18,47
287707.651064668,8664202.66291401,47,31,22
287707.710918619,8664202.66291401,64,18,31
287707.770772571,8664202.66291401,66,22,43
287707.830626522,8664202.66291401,78,26,45
287707.890480474,8664202.66291401,93,20,60
287707.950334426,8664202.66291401,84,30,58
287708.010188377,8664202.66291401,84,30,58
287708.070042329,8664202.66291401,82,28,62
287708.12989628,8664202.66291401,87,27,50
287708.189750232,8664202.66291401,102,21,45
287708.249604184,8664202.66291401,84,25,49
287708.309458135,8664202.66291401,74,24,43
287708.369312087,8664202.66291401,72,19,36
287708.429166039,8664202.66291401,63,25,28
287708.48901999,8664202.66291401,85,9,46
287708.548873942,8664202.66291401,97,16,41
287708.608727893,8664202.66291401,104,16,55
287708.668581845,8664202.66291401,104,29,57
287708.728435797,8664202.66291401,106,37,61
287708.788289748,8664202.66291401,124,22,77
287708.8481437,8664202.66291401,123,28,60
287708.907997651,8664202.66291401,119,30,57
287708.967851603,8664202.66291401,116,28,63
287709.027705555,8664202.66291401,115,23,72
287709.087559506,8664202.66291401,110,23,68
287709.147413458,8664202.66291401,114,24,60
287709.20726741,8664202.66291401,101,31,54
287709.267121361,8664202.66291401,95,29,52
287709.326975313,8664202.66291401,103,23,45
287709.386829264,8664202.66291401,100,24,51
287709.446683216,8664202.66291401,124,22,58
287709.506537168,8664202.66291401,124,29,55
287709.566391119,8664202.66291401,126,29,64
287709.626245071,8664202.66291401,111,38,67
287709.686099023,8664202.66291401,125,20,77
287709.745952974,8664202.66291401,113,22,54
287709.805806926,8664202.66291401,93,24,54
287709.865660877,8664202.66291401,106,12,56
287709.925514829,8664202.66291401,112,13,52
287709.985368781,8664202.66291401,88,24,51
287710.045222732,8664202.66291401,83,17,41
287710.105076684,8664202.66291401,75,11,29
287710.164930636,8664202.66291401,43,18,36
287710.224784587,8664202.66291401,51,14,23
287710.284638539,8664202.66291401,49,16,24
287710.34449249,8664202.66291401,64,12,21
287710.404346442,8664202.66291401,62,19,41
287710.464200394,8664202.66291401,81,22,49
287710.524054345,8664202.66291401,112,12,58
287710.583908297,8664202.66291401,83,28,59
287710.643762249,8664202.66291401,72,30,47
287710.7036162,8664202.66291401,74,28,49
287710.763470152,8664202.66291401,62,36,44
287710.823324103,8664202.66291401,66,35,46
287710.883178055,8664202.66291401,77,27,51
287710.943032007,8664202.66291401,88,19,53
287711.002885958,8664202.66291401,93,23,50
287711.06273991,8664202.66291401,97,29,43
287711.122593862,8664202.66291401,100,27,55
287711.182447813,8664202.66291401,113,24,52
287711.242301765,8664202.66291401,120,31,52
287711.302155716,8664202.66291401,116,37,67
287711.362009668,8664202.66291401,127,29,72
287711.42186362,8664202.66291401,111,40,58
287711.481717571,8664202.66291401,99,41,57
287711.541571523,8664202.66291401,85,41,56
287711.601425475,8664202.66291401,72,39,59
287711.661279426,8664202.66291401,83,39,40
287711.721133378,8664202.66291401,69,35,58
287711.780987329,8664202.66291401,69,39,43
287711.840841281,8664202.66291401,69,33,47
287711.900695233,8664202.66291401,68,32,41
287711.960549184,8664202.66291401,60,37,35
287712.020403136,8664202.66291401,65,38,31
287712.080257087,8664202.66291401,64,37,42
287712.140111039,8664202.66291401,63,42,40
287712.199964991,8664202.66291401,55,44,41
287712.259818942,8664202.66291401,62,40,41
287712.319672894,8664202.66291401,65,44,37
287712.379526846,8664202.66291401,58,51,35
287712.439380797,8664202.66291401,58,46,38
287712.499234749,8664202.66291401,67,40,38
287712.5590887,8664202.66291401,76,35,35
287712.618942652,8664202.66291401,72,34,36
287712.678796604,8664202.66291401,59,36,47
287712.738650555,8664202.66291401,61,36,46
287712.798504507,8664202.66291401,63,37,45
287712.858358458,8664202.66291401,60,37,49
287712.91821241,8664202.66291401,59,35,55
287712.978066362,8664202.66291401,56,44,36
287713.037920313,8664202.66291401,57,32,48
287713.097774265,8664202.66291401,58,31,32
287713.157628217,8664202.66291401,53,29,36
287713.217482168,8664202.66291401,60,25,25
287713.27733612,8664202.66291401,59,28,40
287713.337190071,8664202.66291401,77,25,55
287713.397044023,8664202.66291401,102,18,60
287713.456897975,8664202.66291401,101,22,61
287713.516751926,8664202.66291401,111,21,50
287713.576605878,8664202.66291401,103,23,45
287713.63645983,8664202.66291401,88,28,50
287705.376614506,8664202.60306006,57,39,36
287705.436468457,8664202.60306006,57,41,37
287705.496322409,8664202.60306006,60,40,39
287705.556176361,8664202.60306006,67,39,38
287705.616030312,8664202.60306006,75,46,38
287705.675884264,8664202.60306006,60,60,41
287705.735738216,8664202.60306006,65,50,39
287705.795592167,8664202.60306006,67,42,38
287705.855446119,8664202.60306006,60,43,38
287705.91530007,8664202.60306006,68,41,34
287705.975154022,8664202.60306006,73,41,36
287706.035007974,8664202.60306006,64,44,41
287706.094861925,8664202.60306006,62,37,39
287706.154715877,8664202.60306006,64,33,40
287706.214569829,8664202.60306006,63,33,41
287706.27442378,8664202.60306006,66,32,40
287706.334277732,8664202.60306006,69,33,38
287706.394131683,8664202.60306006,61,35,44
287706.453985635,8664202.60306006,55,32,52
287706.513839587,8664202.60306006,55,36,40
287706.573693538,8664202.60306006,54,34,40
287706.63354749,8664202.60306006,49,41,23
287706.693401442,8664202.60306006,47,36,26
287706.753255393,8664202.60306006,46,30,29
287706.813109345,8664202.60306006,42,30,31
287706.872963296,8664202.60306006,64,23,25
287706.932817248,8664202.60306006,76,22,35
287706.9926712,8664202.60306006,80,24,44
287707.052525151,8664202.60306006,87,25,51
287707.112379103,8664202.60306006,93,17,49
287707.172233055,8664202.60306006,98,25,54
287707.232087006,8664202.60306006,95,36,58
287707.291940958,8664202.60306006,98,34,70
287707.351794909,8664202.60306006,93,45,60
287707.411648861,8664202.60306006,103,30,62
287707.471502813,8664202.60306006,85,32,52
287707.531356764,8664202.60306006,71,26,48
287707.591210716,8664202.60306006,65,21,36
287707.651064668,8664202.60306006,46,27,31
287707.710918619,8664202.60306006,62,18,29
287707.770772571,8664202.60306006,62,21,42
287707.830626522,8664202.60306006,71,25,43
287707.890480474,8664202.60306006,87,22,42
287707.950334426,8664202.60306006,82,24,46
287708.010188377,8664202.60306006,82,24,46
287708.070042329,8664202.60306006,78,27,50
287708.12989628,8664202.60306006,87,22,50
287708.189750232,8664202.60306006,96,18,49
287708.249604184,8664202.60306006,83,22,48
287708.309458135,8664202.60306006,75,20,48
287708.369312087,8664202.60306006,70,23,33
287708.429166039,8664202.60306006,61,27,29
287708.48901999,8664202.60306006,83,14,38
287708.548873942,8664202.60306006,92,19,43
287708.608727893,8664202.60306006,99,24,50
287708.668581845,8664202.60306006,107,26,50
287708.728435797,8664202.60306006,105,35,55
287708.788289748,8664202.60306006,114,32,55
287708.8481437,8664202.60306006,113,32,57
287708.907997651,8664202.60306006,114,33,57
287708.967851603,8664202.60306006,109,34,59
287709.027705555,8664202.60306006,108,29,62
287709.087559506,8664202.60306006,113,23,65
287709.147413458,8664202.60306006,115,25,63
287709.20726741,8664202.60306006,100,31,66
287709.267121361,8664202.60306006,91,27,76
287709.326975313,8664202.60306006,101,22,69
287709.386829264,8664202.60306006,104,28,57
287709.446683216,8664202.60306006,112,27,60
287709.506537168,8664202.60306006,120,28,61
287709.566391119,8664202.60306006,125,30,63
287709.626245071,8664202.60306006,132,30,66
287709.686099023,8664202.60306006,125,38,73
287709.745952974,8664202.60306006,130,24,75
287709.805806926,8664202.60306006,114,30,49
287709.865660877,8664202.60306006,92,29,54
287709.925514829,8664202.60306006,102,23,42
287709.985368781,8664202.60306006,103,26,36
287710.045222732,8664202.60306006,80,36,37
287710.105076684,8664202.60306006,75,23,42
287710.164930636,8664202.60306006,68,21,31
287710.224784587,8664202.60306006,48,19,33
287710.284638539,8664202.60306006,54,11,25
287710.34449249,8664202.60306006,49,14,25
287710.404346442,8664202.60306006,65,9,23
287710.464200394,8664202.60306006,65,14,40
287710.524054345,8664202.60306006,85,18,38
287710.583908297,8664202.60306006,106,15,53
287710.643762249,8664202.60306006,91,23,61
287710.7036162,8664202.60306006,100,18,52
287710.763470152,8664202.60306006,90,22,40
287710.823324103,8664202.60306006,72,24,48
287710.883178055,8664202.60306006,86,18,47
287710.943032007,8664202.60306006,98,15,48
287711.002885958,8664202.60306006,102,13,52
287711.06273991,8664202.60306006,102,20,49
287711.122593862,8664202.60306006,97,24,62
287711.182447813,8664202.60306006,111,17,63
287711.242301765,8664202.60306006,118,28,50
287711.302155716,8664202.60306006,116,32,60
287711.362009668,8664202.60306006,122,26,76
287711.42186362,8664202.60306006,112,34,73
287711.481717571,8664202.60306006,108,31,75
287711.541571523,8664202.60306006,96,40,55
287711.601425475,8664202.60306006,86,34,63
287711.661279426,8664202.60306006,87,39,40
287711.721133378,8664202.60306006,66,36,58
287711.780987329,8664202.60306006,70,40,39
287711.840841281,8664202.60306006,72,36,38
287711.900695233,8664202.60306006,70,33,39
287711.960549184,8664202.60306006,65,35,36
287712.020403136,8664202.60306006,68,33,34
287712.080257087,8664202.60306006,63,35,45
287712.140111039,8664202.60306006,55,43,44
287712.199964991,8664202.60306006,56,42,42
287712.259818942,8664202.60306006,60,39,43
287712.319672894,8664202.60306006,61,42,42
287712.379526846,8664202.60306006,58,47,40
287712.439380797,8664202.60306006,63,39,43
287712.499234749,8664202.60306006,69,33,43
287712.5590887,8664202.60306006,70,35,40
287712.618942652,8664202.60306006,64,36,43
287712.678796604,8664202.60306006,59,38,39
287712.738650555,8664202.60306006,62,35,42
287712.798504507,8664202.60306006,61,39,39
287712.858358458,8664202.60306006,56,44,39
287712.91821241,8664202.60306006,57,35,55
287712.978066362,8664202.60306006,52,43,34
287713.037920313,8664202.60306006,50,30,51
287713.097774265,8664202.60306006,51,31,31
287713.157628217,8664202.60306006,46,31,30
287713.217482168,8664202.60306006,64,19,28
287713.27733612,8664202.60306006,58,30,35
287713.337190071,8664202.60306006,65,34,46
287713.397044023,8664202.60306006,83,24,60
287713.456897975,8664202.60306006,81,31,49
287713.516751926,8664202.60306006,89,24,47
287713.576605878,8664202.60306006,93,16,48
287713.63645983,8664202.60306006,85,26,41
287705.376614506,8664202.54320611,57,39,41
287705.436468457,8664202.54320611,59,38,47
287705.496322409,8664202.54320611,64,40,40
287705.556176361,8664202.54320611,74,36,40
287705.616030312,8664202.54320611,75,43,53
287705.675884264,8664202.54320611,54,63,51
287705.735738216,8664202.54320611,57,46,65
287705.795592167,8664202.54320611,59,43,45
287705.855446119,8664202.54320611,52,39,54
287705.91530007,8664202.54320611,59,35,50
287705.975154022,8664202.54320611,62,36,44
287706.035007974,8664202.54320611,61,39,41
287706.094861925,8664202.54320611,62,36,27
287706.154715877,8664202.54320611,62,34,28
287706.214569829,8664202.54320611,58,35,31
287706.27442378,8664202.54320611,65,33,31
287706.334277732,8664202.54320611,71,35,29
287706.394131683,8664202.54320611,65,39,31
287706.453985635,8664202.54320611,63,38,32
287706.513839587,8664202.54320611,56,38,36
287706.573693538,8664202.54320611,51,34,44
287706.63354749,8664202.54320611,53,33,42
287706.693401442,8664202.54320611,51,30,40
287706.753255393,8664202.54320611,53,28,31
287706.813109345,8664202.54320611,51,23,37
287706.872963296,8664202.54320611,70,13,39
287706.932817248,8664202.54320611,84,13,35
287706.9926712,8664202.54320611,84,15,39
287707.052525151,8664202.54320611,83,20,40
287707.112379103,8664202.54320611,76,27,31
287707.172233055,8664202.54320611,79,23,55
287707.232087006,8664202.54320611,90,30,43
287707.291940958,8664202.54320611,98,32,49
287707.351794909,8664202.54320611,94,36,58
287707.411648861,8664202.54320611,108,27,57
287707.471502813,8664202.54320611,84,33,53
287707.531356764,8664202.54320611,70,25,55
287707.591210716,8664202.54320611,65,27,24
287707.651064668,8664202.54320611,55,22,34
287707.710918619,8664202.54320611,71,9,41
287707.770772571,8664202.54320611,76,14,38
287707.830626522,8664202.54320611,77,16,47
287707.890480474,8664202.54320611,90,16,34
287707.950334426,8664202.54320611,92,10,46
287708.010188377,8664202.54320611,92,10,46
287708.070042329,8664202.54320611,87,16,50
287708.12989628,8664202.54320611,81,27,46
287708.189750232,8664202.54320611,86,23,44
287708.249604184,8664202.54320611,80,23,45
287708.309458135,8664202.54320611,76,19,50
287708.369312087,8664202.54320611,70,26,31
287708.429166039,8664202.54320611,61,23,37
287708.48901999,8664202.54320611,86,12,34
287708.548873942,8664202.54320611,94,17,38
287708.608727893,8664202.54320611,99,20,50
287708.668581845,8664202.54320611,100,26,47
287708.728435797,8664202.54320611,97,33,53
287708.788289748,8664202.54320611,100,32,63
287708.8481437,8664202.54320611,103,35,61
287708.907997651,8664202.54320611,109,34,62
287708.967851603,8664202.54320611,113,34,61
287709.027705555,8664202.54320611,123,23,66
287709.087559506,8664202.54320611,123,18,67
287709.147413458,8664202.54320611,116,27,62
287709.20726741,8664202.54320611,109,32,50
287709.267121361,8664202.54320611,102,27,57
287709.326975313,8664202.54320611,116,17,57
287709.386829264,8664202.54320611,120,21,57
287709.446683216,8664202.54320611,121,23,63
287709.506537168,8664202.54320611,121,27,67
287709.566391119,8664202.54320611,128,31,66
287709.626245071,8664202.54320611,134,33,75
287709.686099023,8664202.54320611,125,42,72
287709.745952974,8664202.54320611,133,29,74
287709.805806926,8664202.54320611,117,33,54
287709.865660877,8664202.54320611,99,32,53
287709.925514829,8664202.54320611,107,20,55
287709.985368781,8664202.54320611,106,25,47
287710.045222732,8664202.54320611,85,38,36
287710.105076684,8664202.54320611,81,26,39
287710.164930636,8664202.54320611,68,25,37
287710.224784587,8664202.54320611,49,23,32
287710.284638539,8664202.54320611,54,13,26
287710.34449249,8664202.54320611,48,14,25
287710.404346442,8664202.54320611,64,7,25
287710.464200394,8664202.54320611,66,12,34
287710.524054345,8664202.54320611,86,18,26
287710.583908297,8664202.54320611,103,12,51
287710.643762249,8664202.54320611,75,29,52
287710.7036162,8664202.54320611,80,16,65
287710.763470152,8664202.54320611,72,27,33
287710.823324103,8664202.54320611,60,27,36
287710.883178055,8664202.54320611,73,16,43
287710.943032007,8664202.54320611,76,20,43
287711.002885958,8664202.54320611,83,20,49
287711.06273991,8664202.54320611,88,22,56
287711.122593862,8664202.54320611,90,31,45
287711.182447813,8664202.54320611,101,21,49
287711.242301765,8664202.54320611,106,25,48
287711.302155716,8664202.54320611,110,28,55
287711.362009668,8664202.54320611,111,36,49
287711.42186362,8664202.54320611,112,32,72
287711.481717571,8664202.54320611,111,42,63
287711.541571523,8664202.54320611,119,29,74
287711.601425475,8664202.54320611,111,35,56
287711.661279426,8664202.54320611,103,31,62
287711.721133378,8664202.54320611,87,38,47
287711.780987329,8664202.54320611,71,36,56
287711.840841281,8664202.54320611,70,38,39
287711.900695233,8664202.54320611,64,37,42
287711.960549184,8664202.54320611,62,37,41
287712.020403136,8664202.54320611,60,35,40
287712.080257087,8664202.54320611,68,31,35
287712.140111039,8664202.54320611,67,32,47
287712.199964991,8664202.54320611,60,43,38
287712.259818942,8664202.54320611,57,43,39
287712.319672894,8664202.54320611,57,43,40
287712.379526846,8664202.54320611,58,44,38
287712.439380797,8664202.54320611,61,44,36
287712.499234749,8664202.54320611,69,37,39
287712.5590887,8664202.54320611,68,32,45
287712.618942652,8664202.54320611,64,36,40
287712.678796604,8664202.54320611,62,37,39
287712.738650555,8664202.54320611,66,34,39
287712.798504507,8664202.54320611,62,33,53
287712.858358458,8664202.54320611,54,42,50
287712.91821241,8664202.54320611,59,34,54
287712.978066362,8664202.54320611,59,35,40
287713.037920313,8664202.54320611,60,24,50
287713.097774265,8664202.54320611,61,24,33
287713.157628217,8664202.54320611,55,25,29
287713.217482168,8664202.54320611,67,17,31
287713.27733612,8664202.54320611,64,23,31
287713.337190071,8664202.54320611,68,21,46
287713.397044023,8664202.54320611,80,21,38
287713.456897975,8664202.54320611,74,26,34
287713.516751926,8664202.54320611,74,25,31
287713.576605878,8664202.54320611,83,20,27
287713.63645983,8664202.54320611,78,21,48
287705.376614506,8664202.48335216,58,40,46
287705.436468457,8664202.48335216,59,43,43
287705.496322409,8664202.48335216,64,41,42
287705.556176361,8664202.48335216,76,37,42
287705.616030312,8664202.48335216,80,43,48
287705.675884264,8664202.48335216,57,61,51
287705.735738216,8664202.48335216,53,50,62
287705.795592167,8664202.48335216,50,48,51
287705.855446119,8664202.48335216,44,44,50
287705.91530007,8664202.48335216,52,43,29
287705.975154022,8664202.48335216,52,43,29
287706.035007974,8664202.48335216,55,41,28
287706.094861925,8664202.48335216,62,29,32
287706.154715877,8664202.48335216,65,23,38
287706.214569829,8664202.48335216,62,26,41
287706.27442378,8664202.48335216,68,25,41
287706.334277732,8664202.48335216,71,30,40
287706.394131683,8664202.48335216,65,38,38
287706.453985635,8664202.48335216,65,35,40
287706.513839587,8664202.48335216,58,37,42
287706.573693538,8664202.48335216,57,33,46
287706.63354749,8664202.48335216,51,37,49
287706.693401442,8664202.48335216,52,33,41
287706.753255393,8664202.48335216,57,30,31
287706.813109345,8664202.48335216,55,29,32
287706.872963296,8664202.48335216,69,23,29
287706.932817248,8664202.48335216,79,18,36
287706.9926712,8664202.48335216,73,21,38
287707.052525151,8664202.48335216,66,26,37
287707.112379103,8664202.48335216,88,13,46
287707.172233055,8664202.48335216,94,12,46
287707.232087006,8664202.48335216,98,11,49
287707.291940958,8664202.48335216,91,24,46
287707.351794909,8664202.48335216,92,34,46
287707.411648861,8664202.48335216,105,25,55
287707.471502813,8664202.48335216,84,35,49
287707.531356764,8664202.48335216,78,21,60
287707.591210716,8664202.48335216,71,21,35
287707.651064668,8664202.48335216,56,28,34
287707.710918619,8664202.48335216,76,20,18
287707.770772571,8664202.48335216,79,17,40
287707.830626522,8664202.48335216,71,26,42
287707.890480474,8664202.48335216,73,28,37
287707.950334426,8664202.48335216,73,28,37
287708.010188377,8664202.48335216,80,29,31
287708.070042329,8664202.48335216,82,23,48
287708.12989628,8664202.48335216,86,27,45
287708.189750232,8664202.48335216,89,27,33
287708.249604184,8664202.48335216,86,20,43
287708.309458135,8664202.48335216,81,17,49
287708.369312087,8664202.48335216,75,24,35
287708.429166039,8664202.48335216,70,16,46
287708.48901999,8664202.48335216,83,5,48
287708.548873942,8664202.48335216,80,20,39
287708.608727893,8664202.48335216,79,21,48
287708.668581845,8664202.48335216,92,22,55
287708.728435797,8664202.48335216,88,35,48
287708.788289748,8664202.48335216,94,31,51
287708.8481437,8664202.48335216,108,25,52
287708.907997651,8664202.48335216,116,26,56
287708.967851603,8664202.48335216,125,26,61
287709.027705555,8664202.48335216,139,21,59
287709.087559506,8664202.48335216,125,25,66
287709.147413458,8664202.48335216,109,31,63
287709.20726741,8664202.48335216,104,32,47
287709.267121361,8664202.48335216,94,27,58
287709.326975313,8664202.48335216,106,14,66
287709.386829264,8664202.48335216,106,21,65
287709.446683216,8664202.48335216,112,29,56
287709.506537168,8664202.48335216,116,28,74
287709.566391119,8664202.48335216,125,37,61
287709.626245071,8664202.48335216,141,27,74
287709.686099023,8664202.48335216,133,35,76
287709.745952974,8664202.48335216,140,29,73
287709.805806926,8664202.48335216,120,37,59
287709.865660877,8664202.48335216,102,38,56
287709.925514829,8664202.48335216,108,33,47
287709.985368781,8664202.48335216,105,33,49
287710.045222732,8664202.48335216,85,37,57
287710.105076684,8664202.48335216,82,29,44
287710.164930636,8664202.48335216,66,32,37
287710.224784587,8664202.48335216,51,27,31
287710.284638539,8664202.48335216,55,15,28
287710.34449249,8664202.48335216,48,15,25
287710.404346442,8664202.48335216,64,4,27
287710.464200394,8664202.48335216,65,12,29
287710.524054345,8664202.48335216,79,14,32
287710.583908297,8664202.48335216,88,13,53
287710.643762249,8664202.48335216,66,28,41
287710.7036162,8664202.48335216,70,23,34
287710.763470152,8664202.48335216,61,23,31
287710.823324103,8664202.48335216,50,23,30
287710.883178055,8664202.48335216,63,18,23
287710.943032007,8664202.48335216,64,19,28
287711.002885958,8664202.48335216,79,17,29
287711.06273991,8664202.48335216,90,16,40
287711.122593862,8664202.48335216,93,17,52
287711.182447813,8664202.48335216,97,17,51
287711.242301765,8664202.48335216,103,25,56
287711.302155716,8664202.48335216,117,24,56
287711.362009668,8664202.48335216,124,26,58
287711.42186362,8664202.48335216,126,31,63
287711.481717571,8664202.48335216,115,43,63
287711.541571523,8664202.48335216,119,30,76
287711.601425475,8664202.48335216,113,34,58
287711.661279426,8664202.48335216,103,32,63
287711.721133378,8664202.48335216,91,33,57
287711.780987329,8664202.48335216,78,33,54
287711.840841281,8664202.48335216,72,35,40
287711.900695233,8664202.48335216,61,35,42
287711.960549184,8664202.48335216,61,36,33
287712.020403136,8664202.48335216,57,36,35
287712.080257087,8664202.48335216,66,33,33
287712.140111039,8664202.48335216,69,32,47
287712.199964991,8664202.48335216,59,42,42
287712.259818942,8664202.48335216,56,44,41
287712.319672894,8664202.48335216,56,44,42
287712.379526846,8664202.48335216,58,41,44
287712.439380797,8664202.48335216,63,38,42
287712.499234749,8664202.48335216,70,34,41
287712.5590887,8664202.48335216,66,33,45
287712.618942652,8664202.48335216,63,36,41
287712.678796604,8664202.48335216,64,39,34
287712.738650555,8664202.48335216,69,35,36
287712.798504507,8664202.48335216,69,33,39
287712.858358458,8664202.48335216,63,40,36
287712.91821241,8664202.48335216,57,48,33
287712.978066362,8664202.48335216,60,40,37
287713.037920313,8664202.48335216,61,34,43
