"x","y","L1","L2","L3"
287699.271511433,8664202.78262183,77,23,40
287699.331365384,8664202.78262183,92,18,59
287699.391219336,8664202.78262183,96,26,55
287699.451073288,8664202.78262183,107,16,70
287699.510927239,8664202.78262183,104,18,70
287699.570781191,8664202.78262183,107,18,57
287699.630635143,8664202.78262183,108,21,51
287699.690489094,8664202.78262183,111,20,49
287699.750343046,8664202.78262183,114,19,48
287699.810196997,8664202.78262183,123,12,46
287699.870050949,8664202.78262183,98,17,46
287699.929904901,8664202.78262183,74,24,41
287699.989758852,8664202.78262183,67,26,32
287700.049612804,8664202.78262183,60,24,33
287700.109466756,8664202.78262183,60,19,37
287700.169320707,8664202.78262183,53,24,37
287700.229174659,8664202.78262183,53,24,37
287700.28902861,8664202.78262183,60,27,29
287700.348882562,8664202.78262183,63,23,43
287700.408736514,8664202.78262183,78,21,41
287700.468590465,8664202.78262183,90,19,47
287700.528444417,8664202.78262183,95,18,54
287700.588298369,8664202.78262183,103,15,53
287700.64815232,8664202.78262183,100,17,56
287700.708006272,8664202.78262183,99,20,49
287700.767860223,8664202.78262183,104,21,43
287700.827714175,8664202.78262183,109,20,40
287700.887568127,8664202.78262183,108,22,39
287700.947422078,8664202.78262183,110,17,43
287701.00727603,8664202.78262183,91,18,54
287701.067129981,8664202.78262183,72,23,30
287701.126983933,8664202.78262183,65,18,33
287701.186837885,8664202.78262183,54,20,33
287701.246691836,8664202.78262183,59,15,35
287701.306545788,8664202.78262183,58,19,33
287701.36639974,8664202.78262183,66,20,31
287701.426253691,8664202.78262183,77,15,32
287701.486107643,8664202.78262183,77,14,34
287701.545961594,8664202.78262183,53,23,29
287701.605815546,8664202.78262183,58,24,22
287701.665669498,8664202.78262183,64,20,23
287701.725523449,8664202.78262183,63,18,28
287701.785377401,8664202.78262183,57,24,26
287701.845231352,8664202.78262183,50,30,26
287701.905085304,8664202.78262183,48,29,30
287701.964939256,8664202.78262183,48,29,30
287702.024793207,8664202.78262183,47,29,35
287702.084647159,8664202.78262183,43,33,34
287702.144501111,8664202.78262183,46,35,31
287702.204355062,8664202.78262183,47,32,45
287702.264209014,8664202.78262183,41,36,50
287702.324062965,8664202.78262183,46,34,37
287702.383916917,8664202.78262183,56,28,31
287702.443770869,8664202.78262183,61,26,27
287702.50362482,8664202.78262183,62,24,29
287702.563478772,8664202.78262183,56,29,30
287702.623332724,8664202.78262183,56,26,35
287702.683186675,8664202.78262183,56,24,40
287702.743040627,8664202.78262183,52,27,36
287702.802894578,8664202.78262183,50,28,33
287702.86274853,8664202.78262183,46,28,35
287702.922602482,8664202.78262183,42,26,37
287702.982456433,8664202.78262183,43,26,33
287703.042310385,8664202.78262183,45,25,30
287703.102164337,8664202.78262183,47,28,20
287703.162018288,8664202.78262183,53,21,29
287703.22187224,8664202.78262183,52,18,35
287703.281726191,8664202.78262183,50,24,29
287703.341580143,8664202.78262183,49,29,22
287703.401434095,8664202.78262183,52,28,21
287703.461288046,8664202.78262183,51,27,21
287703.521141998,8664202.78262183,47,28,26
287703.58099595,8664202.78262183,46,27,29
287703.640849901,8664202.78262183,45,27,31
287703.700703853,8664202.78262183,47,27,30
287703.760557804,8664202.78262183,49,27,29
287703.820411756,8664202.78262183,42,32,27
287703.880265708,8664202.78262183,37,31,27
287703.940119659,8664202.78262183,41,27,32
287703.999973611,8664202.78262183,40,28,34
287704.059827563,8664202.78262183,40,30,33
287704.119681514,8664202.78262183,51,25,33
287704.179535466,8664202.78262183,45,27,33
287704.239389417,8664202.78262183,41,29,33
287704.299243369,8664202.78262183,41,29,33
287704.359097321,8664202.78262183,43,30,32
287704.418951272,8664202.78262183,46,29,27
287704.478805224,8664202.78262183,48,30,23
287704.538659176,8664202.78262183,45,33,25
287704.598513127,8664202.78262183,44,35,33
287704.658367079,8664202.78262183,50,33,35
287704.71822103,8664202.78262183,58,32,32
287704.778074982,8664202.78262183,60,35,39
287704.837928934,8664202.78262183,54,44,37
287704.897782885,8664202.78262183,57,37,49
287704.957636837,8664202.78262183,49,39,47
287705.017490788,8664202.78262183,48,34,46
287705.07734474,8664202.78262183,48,33,31
287705.137198692,8664202.78262183,44,33,32
287705.197052643,8664202.78262183,49,33,29
287705.256906595,8664202.78262183,51,33,34
287705.316760547,8664202.78262183,55,33,36
287705.376614498,8664202.78262183,61,34,37
287705.43646845,8664202.78262183,54,38,40
287705.496322401,8664202.78262183,54,35,43
287705.556176353,8664202.78262183,60,38,28
287705.616030305,8664202.78262183,58,42,39
287705.675884256,8664202.78262183,55,48,40
287705.735738208,8664202.78262183,57,43,47
287705.795592159,8664202.78262183,56,41,51
287697.835016594,8664202.72276789,63,35,33
287697.894870545,8664202.72276789,76,35,38
287697.954724497,8664202.72276789,74,48,52
287698.014578449,8664202.72276789,64,66,60
287698.0744324,8664202.72276789,76,57,56
287698.134286352,8664202.72276789,53,58,61
287698.194140304,8664202.72276789,45,46,56
287698.253994255,8664202.72276789,60,27,46
287698.313848207,8664202.72276789,59,25,40
287698.373702158,8664202.72276789,59,25,31
287698.43355611,8664202.72276789,54,29,26
287698.493410062,8664202.72276789,52,33,21
287698.553264013,8664202.72276789,71,26,23
287698.613117965,8664202.72276789,64,22,29
287698.672971917,8664202.72276789,57,20,34
287698.732825868,8664202.72276789,57,20,34
287698.79267982,8664202.72276789,53,19,34
287698.852533771,8664202.72276789,46,25,31
287698.912387723,8664202.72276789,42,28,31
287698.972241675,8664202.72276789,43,25,34
287699.032095626,8664202.72276789,47,25,27
287699.091949578,8664202.72276789,50,25,29
287699.15180353,8664202.72276789,62,22,28
287699.211657481,8664202.72276789,68,25,33
287699.271511433,8664202.72276789,86,21,44
287699.331365384,8664202.72276789,108,17,48
287699.391219336,8664202.72276789,106,17,64
287699.451073288,8664202.72276789,115,14,61
287699.510927239,8664202.72276789,112,13,62
287699.570781191,8664202.72276789,106,20,47
287699.630635143,8664202.72276789,106,20,52
287699.690489094,8664202.72276789,112,20,45
287699.750343046,8664202.72276789,113,19,48
287699.810196997,8664202.72276789,117,16,45
287699.870050949,8664202.72276789,92,26,38
287699.929904901,8664202.72276789,70,27,41
287699.989758852,8664202.72276789,67,26,31
287700.049612804,8664202.72276789,61,25,29
287700.109466756,8664202.72276789,62,24,26
287700.169320707,8664202.72276789,58,27,27
287700.229174659,8664202.72276789,58,27,27
287700.28902861,8664202.72276789,56,30,27
287700.348882562,8664202.72276789,53,27,42
287700.408736514,8664202.72276789,66,25,42
287700.468590465,8664202.72276789,78,22,47
287700.528444417,8664202.72276789,84,21,47
287700.588298369,8664202.72276789,92,17,53
287700.64815232,8664202.72276789,96,16,52
287700.708006272,8664202.72276789,100,16,51
287700.767860223,8664202.72276789,98,19,48
287700.827714175,8664202.72276789,101,16,48
287700.887568127,8664202.72276789,99,13,52
287700.947422078,8664202.72276789,96,12,54
287701.00727603,8664202.72276789,81,22,40
287701.067129981,8664202.72276789,66,17,32
287701.126983933,8664202.72276789,63,16,29
287701.186837885,8664202.72276789,56,17,32
287701.246691836,8664202.72276789,54,17,32
287701.306545788,8664202.72276789,50,21,33
287701.36639974,8664202.72276789,56,21,31
287701.426253691,8664202.72276789,66,18,30
287701.486107643,8664202.72276789,58,20,33
287701.545961594,8664202.72276789,61,14,32
287701.605815546,8664202.72276789,68,9,30
287701.665669498,8664202.72276789,70,13,23
287701.725523449,8664202.72276789,66,15,26
287701.785377401,8664202.72276789,57,25,24
287701.845231352,8664202.72276789,48,34,26
287701.905085304,8664202.72276789,48,28,41
287701.964939256,8664202.72276789,48,29,30
287702.024793207,8664202.72276789,47,29,35
287702.084647159,8664202.72276789,44,33,35
287702.144501111,8664202.72276789,46,38,27
287702.204355062,8664202.72276789,46,37,39
287702.264209014,8664202.72276789,38,46,33
287702.324062965,8664202.72276789,43,37,34
287702.383916917,8664202.72276789,52,27,35
287702.443770869,8664202.72276789,53,29,31
287702.50362482,8664202.72276789,54,30,30
287702.563478772,8664202.72276789,55,29,26
287702.623332724,8664202.72276789,59,29,24
287702.683186675,8664202.72276789,62,26,27
287702.743040627,8664202.72276789,51,27,36
287702.802894578,8664202.72276789,41,30,36
287702.86274853,8664202.72276789,39,33,28
287702.922602482,8664202.72276789,39,31,27
287702.982456433,8664202.72276789,42,28,25
287703.042310385,8664202.72276789,42,29,23
287703.102164337,8664202.72276789,43,27,31
287703.162018288,8664202.72276789,49,24,31
287703.22187224,8664202.72276789,47,24,32
287703.281726191,8664202.72276789,45,25,32
287703.341580143,8664202.72276789,46,25,32
287703.401434095,8664202.72276789,49,23,33
287703.461288046,8664202.72276789,49,24,30
287703.521141998,8664202.72276789,48,27,27
287703.58099595,8664202.72276789,44,31,27
287703.640849901,8664202.72276789,42,30,27
287703.700703853,8664202.72276789,42,29,29
287703.760557804,8664202.72276789,42,31,25
287703.820411756,8664202.72276789,36,35,21
287703.880265708,8664202.72276789,33,34,24
287703.940119659,8664202.72276789,37,30,25
287703.999973611,8664202.72276789,40,31,24
287704.059827563,8664202.72276789,45,31,22
287704.119681514,8664202.72276789,49,23,35
287704.179535466,8664202.72276789,46,26,33
287704.239389417,8664202.72276789,46,26,33
287704.299243369,8664202.72276789,45,26,33
287704.359097321,8664202.72276789,46,25,34
287704.418951272,8664202.72276789,47,26,35
287704.478805224,8664202.72276789,45,27,35
287704.538659176,8664202.72276789,41,32,34
287704.598513127,8664202.72276789,48,37,20
287704.658367079,8664202.72276789,54,30,36
287704.71822103,8664202.72276789,58,32,32
287704.778074982,8664202.72276789,58,35,37
287704.837928934,8664202.72276789,55,39,43
287704.897782885,8664202.72276789,60,37,43
287704.957636837,8664202.72276789,48,40,48
287705.017490788,8664202.72276789,48,34,44
287705.07734474,8664202.72276789,51,30,34
287705.137198692,8664202.72276789,48,30,34
287705.197052643,8664202.72276789,52,28,37
287705.256906595,8664202.72276789,51,33,36
287705.316760547,8664202.72276789,53,39,28
287705.376614498,8664202.72276789,55,39,38
287705.43646845,8664202.72276789,50,44,39
287705.496322401,8664202.72276789,52,39,45
